Step	Train Loss	Val Loss	Learning Rate
2961	3.0686	1.7312	0.000096
2962	2.9168	1.7312	0.000096
2963	3.0204	1.7312	0.000096
2964	2.8448	1.7312	0.000096
2965	2.8614	1.7312	0.000096
2966	2.8288	1.7312	0.000096
2967	2.9922	1.7312	0.000096
2968	3.0569	1.7312	0.000096
2969	3.0025	1.7312	0.000096
2970	2.9239	1.7312	0.000096
2971	3.0177	1.7312	0.000096
2972	2.9294	1.7312	0.000096
2973	2.9763	1.7312	0.000096
2974	3.0789	1.7312	0.000096
2975	2.9876	1.7312	0.000096
2976	2.9478	1.7312	0.000096
2977	2.7465	1.7312	0.000096
2978	2.9941	1.7312	0.000096
2979	2.7748	1.7312	0.000096
2980	2.8939	1.7312	0.000096
2981	2.9010	1.7312	0.000096
2982	2.9582	1.7312	0.000096
2983	2.8840	1.7312	0.000096
2984	2.7380	1.7312	0.000096
2985	2.8210	1.7312	0.000096
2986	2.9427	1.7312	0.000096
2987	2.9260	1.7312	0.000096
2988	2.7465	1.7312	0.000096
2989	3.0060	1.7312	0.000096
2990	2.9504	1.7312	0.000096
2991	2.9634	1.7312	0.000096
2992	3.0437	1.7312	0.000096
2993	2.8248	1.7312	0.000096
2994	2.9977	1.7312	0.000096
2995	2.9730	1.7312	0.000096
2996	2.8670	1.7312	0.000096
2997	2.9027	1.7312	0.000096
2998	2.8317	1.7312	0.000096
2999	2.8592	1.7312	0.000096
3000	2.8321	1.6039	0.000096
3001	2.8505	1.6039	0.000096
3002	2.9073	1.6039	0.000096
3003	2.8240	1.6039	0.000096
3004	3.0065	1.6039	0.000096
3005	2.8688	1.6039	0.000096
3006	2.9577	1.6039	0.000096
3007	2.7001	1.6039	0.000096
3008	2.9474	1.6039	0.000096
3009	2.7072	1.6039	0.000096
3010	2.8826	1.6039	0.000096
3011	2.8679	1.6039	0.000096
3012	2.8280	1.6039	0.000096
3013	2.9020	1.6039	0.000096
3014	2.8991	1.6039	0.000096
3015	2.8401	1.6039	0.000096
3016	2.8492	1.6039	0.000096
3017	2.8949	1.6039	0.000096
3018	2.9478	1.6039	0.000096
3019	2.8611	1.6039	0.000096
3020	2.7728	1.6039	0.000096
3021	2.8428	1.6039	0.000096
3022	2.8523	1.6039	0.000096
3023	2.7901	1.6039	0.000096
3024	3.0795	1.6039	0.000096
3025	2.8009	1.6039	0.000096
3026	2.8086	1.6039	0.000096
3027	2.8944	1.6039	0.000096
3028	2.8097	1.6039	0.000096
3029	2.8957	1.6039	0.000096
3030	3.0576	1.6039	0.000096
3031	2.9859	1.6039	0.000096
3032	2.9119	1.6039	0.000096
3033	2.9812	1.6039	0.000096
3034	2.8011	1.6039	0.000096
3035	2.7072	1.6039	0.000096
3036	2.6858	1.6039	0.000096
3037	2.9616	1.6039	0.000096
3038	2.8882	1.6039	0.000096
3039	2.8240	1.6039	0.000096
3040	2.6564	1.6039	0.000096
3041	2.8025	1.6039	0.000096
3042	2.7432	1.6039	0.000096
3043	2.9001	1.6039	0.000095
3044	2.8267	1.6039	0.000095
3045	2.7159	1.6039	0.000095
3046	2.9607	1.6039	0.000095
3047	2.9340	1.6039	0.000095
3048	2.7968	1.6039	0.000095
3049	2.7587	1.6039	0.000095
3050	2.6958	1.6039	0.000095
3051	2.7725	1.6039	0.000095
3052	2.9733	1.6039	0.000095
3053	2.8027	1.6039	0.000095
3054	2.8683	1.6039	0.000095
3055	2.8103	1.6039	0.000095
3056	2.7343	1.6039	0.000095
3057	2.8690	1.6039	0.000095
3058	2.7901	1.6039	0.000095
3059	3.0499	1.6039	0.000095
3060	2.8691	1.6039	0.000095
3061	2.7484	1.6039	0.000095
3062	2.7476	1.6039	0.000095
3063	2.9600	1.6039	0.000095
3064	3.0136	1.6039	0.000095
3065	2.7820	1.6039	0.000095
3066	2.7418	1.6039	0.000095
3067	2.8331	1.6039	0.000095
3068	2.8489	1.6039	0.000095
3069	2.9363	1.6039	0.000095
3070	2.8059	1.6039	0.000095
3071	2.8894	1.6039	0.000095
3072	2.7159	1.6039	0.000095
3073	2.7487	1.6039	0.000095
3074	2.7509	1.6039	0.000095
3075	2.5855	1.6039	0.000095
3076	2.7887	1.6039	0.000095
3077	2.8637	1.6039	0.000095
3078	2.8841	1.6039	0.000095
3079	2.9041	1.6039	0.000095
3080	2.7666	1.6039	0.000095
3081	2.8345	1.6039	0.000095
3082	2.8095	1.6039	0.000095
3083	2.6578	1.6039	0.000095
3084	2.5978	1.6039	0.000095
3085	2.9110	1.6039	0.000095
3086	2.8917	1.6039	0.000095
3087	2.7372	1.6039	0.000095
3088	2.7657	1.6039	0.000095
3089	2.7424	1.6039	0.000095
3090	2.9125	1.6039	0.000095
3091	2.6655	1.6039	0.000095
3092	2.8028	1.6039	0.000095
3093	2.7176	1.6039	0.000095
3094	2.6869	1.6039	0.000095
3095	2.8014	1.6039	0.000095
3096	2.7446	1.6039	0.000095
3097	2.7511	1.6039	0.000095
3098	2.9106	1.6039	0.000095
3099	2.8572	1.6039	0.000095
3100	2.7106	1.5860	0.000095
3101	2.8075	1.5860	0.000095
3102	2.6046	1.5860	0.000095
3103	2.7822	1.5860	0.000095
3104	2.5838	1.5860	0.000095
3105	2.7119	1.5860	0.000095
3106	2.7930	1.5860	0.000095
3107	2.7780	1.5860	0.000095
3108	2.7932	1.5860	0.000095
3109	2.6812	1.5860	0.000095
3110	2.8211	1.5860	0.000095
3111	2.7131	1.5860	0.000095
3112	2.7903	1.5860	0.000095
3113	2.7382	1.5860	0.000095
3114	2.9361	1.5860	0.000095
3115	2.9026	1.5860	0.000095
3116	2.8203	1.5860	0.000095
3117	2.8150	1.5860	0.000095
3118	2.8873	1.5860	0.000095
3119	2.7394	1.5860	0.000095
3120	2.9445	1.5860	0.000095
3121	2.7700	1.5860	0.000095
3122	2.8757	1.5860	0.000095
3123	2.8172	1.5860	0.000095
3124	2.8657	1.5860	0.000095
3125	2.6227	1.5860	0.000095
3126	2.8539	1.5860	0.000095
3127	2.8079	1.5860	0.000095
3128	2.7972	1.5860	0.000095
3129	2.7998	1.5860	0.000095
3130	2.8323	1.5860	0.000095
3131	2.8956	1.5860	0.000095
3132	2.7743	1.5860	0.000095
3133	2.7310	1.5860	0.000095
3134	2.8508	1.5860	0.000095
3135	2.8603	1.5860	0.000095
3136	2.6523	1.5860	0.000095
3137	2.9060	1.5860	0.000095
3138	2.8588	1.5860	0.000095
3139	2.7057	1.5860	0.000095
3140	2.6644	1.5860	0.000095
3141	2.8535	1.5860	0.000095
3142	2.8975	1.5860	0.000095
3143	2.8175	1.5860	0.000095
3144	2.7345	1.5860	0.000095
3145	2.8374	1.5860	0.000095
3146	2.7061	1.5860	0.000095
3147	2.7892	1.5860	0.000095
3148	3.0049	1.5860	0.000095
3149	2.8224	1.5860	0.000095
3150	2.6174	1.5860	0.000095
3151	2.5503	1.5860	0.000095
3152	2.8858	1.5860	0.000095
3153	2.7841	1.5860	0.000095
3154	2.6862	1.5860	0.000095
3155	2.7060	1.5860	0.000095
3156	2.6011	1.5860	0.000095
3157	2.6984	1.5860	0.000095
3158	2.7235	1.5860	0.000095
3159	2.5642	1.5860	0.000095
3160	2.7455	1.5860	0.000095
3161	2.6346	1.5860	0.000095
3162	2.7405	1.5860	0.000095
3163	2.6775	1.5860	0.000095
3164	2.7654	1.5860	0.000095
3165	2.7050	1.5860	0.000095
3166	2.7369	1.5860	0.000095
3167	2.8698	1.5860	0.000095
3168	2.7590	1.5860	0.000095
3169	2.8286	1.5860	0.000095
3170	2.6888	1.5860	0.000095
3171	2.7656	1.5860	0.000095
3172	2.9817	1.5860	0.000095
3173	2.6812	1.5860	0.000095
3174	2.7827	1.5860	0.000095
3175	2.5752	1.5860	0.000095
3176	2.7843	1.5860	0.000095
3177	2.6599	1.5860	0.000095
3178	2.7405	1.5860	0.000095
3179	2.6193	1.5860	0.000095
3180	2.8233	1.5860	0.000095
3181	2.7102	1.5860	0.000095
3182	2.6667	1.5860	0.000095
3183	2.6378	1.5860	0.000095
3184	2.7441	1.5860	0.000095
3185	2.6492	1.5860	0.000095
3186	2.6645	1.5860	0.000095
3187	2.8175	1.5860	0.000095
3188	2.7726	1.5860	0.000095
3189	2.8122	1.5860	0.000095
3190	2.8730	1.5860	0.000095
3191	2.5684	1.5860	0.000095
3192	2.6696	1.5860	0.000095
3193	2.8260	1.5860	0.000095
3194	2.7405	1.5860	0.000095
3195	2.8520	1.5860	0.000095
3196	2.7669	1.5860	0.000095
3197	2.6646	1.5860	0.000095
3198	2.7329	1.5860	0.000095
3199	2.7720	1.5860	0.000095
3200	2.8288	1.5218	0.000095
3201	2.7563	1.5218	0.000095
3202	2.6690	1.5218	0.000095
3203	2.8411	1.5218	0.000095
3204	2.6234	1.5218	0.000095
3205	2.7712	1.5218	0.000095
3206	2.6557	1.5218	0.000095
3207	2.7687	1.5218	0.000095
3208	2.8200	1.5218	0.000095
3209	2.7995	1.5218	0.000095
3210	2.6927	1.5218	0.000095
3211	2.5979	1.5218	0.000095
3212	2.6412	1.5218	0.000095
3213	2.8845	1.5218	0.000095
3214	2.5635	1.5218	0.000095
3215	2.6297	1.5218	0.000095
3216	2.7825	1.5218	0.000095
3217	2.7574	1.5218	0.000095
3218	2.5454	1.5218	0.000095
3219	2.7844	1.5218	0.000095
3220	2.6138	1.5218	0.000095
3221	2.7000	1.5218	0.000095
3222	2.7117	1.5218	0.000095
3223	2.7687	1.5218	0.000095
3224	2.8304	1.5218	0.000095
3225	2.7959	1.5218	0.000095
3226	2.7386	1.5218	0.000095
3227	2.9781	1.5218	0.000095
3228	2.5783	1.5218	0.000095
3229	2.6983	1.5218	0.000095
3230	2.5462	1.5218	0.000095
3231	2.7531	1.5218	0.000095
3232	2.6396	1.5218	0.000095
3233	2.6641	1.5218	0.000095
3234	2.6123	1.5218	0.000095
3235	2.6035	1.5218	0.000095
3236	2.5732	1.5218	0.000095
3237	2.7601	1.5218	0.000095
3238	2.5339	1.5218	0.000095
3239	2.8739	1.5218	0.000095
3240	2.7247	1.5218	0.000095
3241	2.7470	1.5218	0.000095
3242	2.7638	1.5218	0.000095
3243	2.6273	1.5218	0.000095
3244	2.8161	1.5218	0.000095
3245	2.7531	1.5218	0.000095
3246	2.5739	1.5218	0.000095
3247	2.7270	1.5218	0.000095
3248	2.6419	1.5218	0.000095
3249	2.5894	1.5218	0.000095
3250	2.7748	1.5218	0.000095
3251	2.7290	1.5218	0.000095
3252	2.5085	1.5218	0.000095
3253	2.7455	1.5218	0.000095
3254	2.5715	1.5218	0.000095
3255	2.7648	1.5218	0.000095
3256	2.6940	1.5218	0.000095
3257	2.6791	1.5218	0.000095
3258	2.5378	1.5218	0.000095
3259	2.6240	1.5218	0.000095
3260	2.7301	1.5218	0.000095
3261	2.7048	1.5218	0.000095
3262	2.6743	1.5218	0.000095
3263	2.6680	1.5218	0.000095
3264	2.6775	1.5218	0.000095
3265	2.6839	1.5218	0.000095
3266	2.6573	1.5218	0.000095
3267	2.7171	1.5218	0.000095
3268	2.6050	1.5218	0.000095
3269	2.6001	1.5218	0.000095
3270	2.7431	1.5218	0.000095
3271	2.7254	1.5218	0.000095
3272	2.6823	1.5218	0.000095
3273	2.6495	1.5218	0.000095
3274	2.9195	1.5218	0.000095
3275	2.6767	1.5218	0.000095
3276	2.7464	1.5218	0.000095
3277	2.6577	1.5218	0.000095
3278	2.7379	1.5218	0.000095
3279	2.5302	1.5218	0.000095
3280	2.6908	1.5218	0.000095
3281	2.4698	1.5218	0.000095
3282	2.8859	1.5218	0.000095
3283	2.5543	1.5218	0.000095
3284	2.6208	1.5218	0.000095
3285	2.6963	1.5218	0.000095
3286	2.3692	1.5218	0.000095
3287	2.7273	1.5218	0.000095
3288	2.4212	1.5218	0.000095
3289	2.7921	1.5218	0.000095
3290	2.8817	1.5218	0.000095
3291	2.6906	1.5218	0.000095
3292	2.7979	1.5218	0.000095
3293	2.4539	1.5218	0.000095
3294	2.6638	1.5218	0.000095
3295	2.5865	1.5218	0.000095
3296	2.6533	1.5218	0.000095
3297	2.6589	1.5218	0.000095
3298	2.5337	1.5218	0.000095
3299	2.6666	1.5218	0.000095
3300	2.5859	1.4200	0.000095
3301	2.7135	1.4200	0.000095
3302	2.6207	1.4200	0.000095
3303	2.5987	1.4200	0.000095
3304	2.5646	1.4200	0.000095
3305	2.5756	1.4200	0.000095
3306	2.6286	1.4200	0.000095
3307	2.7133	1.4200	0.000095
3308	2.6173	1.4200	0.000095
3309	2.5231	1.4200	0.000095
3310	2.6403	1.4200	0.000095
3311	2.8095	1.4200	0.000095
3312	2.4933	1.4200	0.000095
3313	2.5473	1.4200	0.000095
3314	2.7381	1.4200	0.000095
3315	2.4709	1.4200	0.000095
3316	2.7490	1.4200	0.000095
3317	2.7626	1.4200	0.000095
3318	2.6323	1.4200	0.000095
3319	2.4696	1.4200	0.000095
3320	2.5926	1.4200	0.000095
3321	2.5632	1.4200	0.000095
3322	2.7509	1.4200	0.000095
3323	2.6754	1.4200	0.000095
3324	2.7450	1.4200	0.000095
3325	2.7415	1.4200	0.000095
3326	2.5840	1.4200	0.000095
3327	2.5315	1.4200	0.000095
3328	2.7384	1.4200	0.000095
3329	2.7126	1.4200	0.000095
3330	2.7025	1.4200	0.000095
3331	2.5982	1.4200	0.000095
3332	2.6785	1.4200	0.000095
3333	2.7802	1.4200	0.000095
3334	2.4386	1.4200	0.000095
3335	2.4757	1.4200	0.000095
3336	2.6502	1.4200	0.000095
3337	2.4850	1.4200	0.000095
3338	2.7003	1.4200	0.000095
3339	2.6299	1.4200	0.000095
3340	2.4272	1.4200	0.000095
3341	2.6255	1.4200	0.000095
3342	2.6255	1.4200	0.000095
3343	2.5349	1.4200	0.000095
3344	2.5847	1.4200	0.000095
3345	2.6534	1.4200	0.000095
3346	2.5291	1.4200	0.000095
3347	2.5828	1.4200	0.000095
3348	2.6990	1.4200	0.000095
3349	2.6779	1.4200	0.000094
3350	2.6386	1.4200	0.000094
3351	2.7204	1.4200	0.000094
3352	2.6412	1.4200	0.000094
3353	2.6128	1.4200	0.000094
3354	2.6395	1.4200	0.000094
3355	2.5834	1.4200	0.000094
3356	2.4857	1.4200	0.000094
3357	2.5023	1.4200	0.000094
3358	2.3900	1.4200	0.000094
3359	2.7798	1.4200	0.000094
3360	2.5152	1.4200	0.000094
3361	2.5257	1.4200	0.000094
3362	2.6032	1.4200	0.000094
3363	2.4119	1.4200	0.000094
3364	2.7160	1.4200	0.000094
3365	2.7027	1.4200	0.000094
3366	2.5363	1.4200	0.000094
3367	2.7658	1.4200	0.000094
3368	2.5713	1.4200	0.000094
3369	2.6544	1.4200	0.000094
3370	2.5103	1.4200	0.000094
3371	2.6516	1.4200	0.000094
3372	2.6810	1.4200	0.000094
3373	2.5139	1.4200	0.000094
3374	2.6672	1.4200	0.000094
3375	2.5386	1.4200	0.000094
3376	2.6746	1.4200	0.000094
3377	2.4798	1.4200	0.000094
3378	2.6568	1.4200	0.000094
3379	2.8675	1.4200	0.000094
3380	2.3629	1.4200	0.000094
3381	2.6329	1.4200	0.000094
3382	2.5602	1.4200	0.000094
3383	2.6855	1.4200	0.000094
3384	2.4965	1.4200	0.000094
3385	2.6281	1.4200	0.000094
3386	2.5354	1.4200	0.000094
3387	2.5676	1.4200	0.000094
3388	2.5182	1.4200	0.000094
3389	2.6079	1.4200	0.000094
3390	2.5718	1.4200	0.000094
3391	2.4952	1.4200	0.000094
3392	2.5467	1.4200	0.000094
3393	2.5792	1.4200	0.000094
3394	2.4851	1.4200	0.000094
3395	2.5829	1.4200	0.000094
3396	2.5862	1.4200	0.000094
3397	2.6945	1.4200	0.000094
3398	2.5766	1.4200	0.000094
3399	2.3647	1.4200	0.000094
3400	2.5599	1.3804	0.000094
3401	2.7684	1.3804	0.000094
3402	2.5110	1.3804	0.000094
3403	2.5382	1.3804	0.000094
3404	2.5634	1.3804	0.000094
3405	2.5154	1.3804	0.000094
3406	2.6132	1.3804	0.000094
3407	2.4513	1.3804	0.000094
3408	2.6633	1.3804	0.000094
3409	2.5715	1.3804	0.000094
3410	2.7142	1.3804	0.000094
3411	2.5342	1.3804	0.000094
3412	2.6810	1.3804	0.000094
3413	2.5557	1.3804	0.000094
3414	2.4851	1.3804	0.000094
3415	2.6286	1.3804	0.000094
3416	2.5905	1.3804	0.000094
3417	2.5178	1.3804	0.000094
3418	2.6389	1.3804	0.000094
3419	2.4449	1.3804	0.000094
3420	2.8524	1.3804	0.000094
3421	2.5646	1.3804	0.000094
3422	2.6540	1.3804	0.000094
3423	2.6418	1.3804	0.000094
3424	2.4899	1.3804	0.000094
3425	2.5870	1.3804	0.000094
3426	2.5119	1.3804	0.000094
3427	2.3006	1.3804	0.000094
3428	2.6124	1.3804	0.000094
3429	2.6066	1.3804	0.000094
3430	2.4931	1.3804	0.000094
3431	2.5099	1.3804	0.000094
3432	2.4959	1.3804	0.000094
3433	2.5053	1.3804	0.000094
3434	2.5966	1.3804	0.000094
3435	2.4672	1.3804	0.000094
3436	2.4879	1.3804	0.000094
3437	2.3402	1.3804	0.000094
3438	2.6159	1.3804	0.000094
3439	2.4669	1.3804	0.000094
3440	2.5039	1.3804	0.000094
3441	2.4220	1.3804	0.000094
3442	2.5192	1.3804	0.000094
3443	2.5827	1.3804	0.000094
3444	2.5104	1.3804	0.000094
3445	2.6748	1.3804	0.000094
3446	2.6511	1.3804	0.000094
3447	2.3955	1.3804	0.000094
3448	2.5685	1.3804	0.000094
3449	2.5333	1.3804	0.000094
3450	2.3988	1.3804	0.000094
3451	2.5794	1.3804	0.000094
3452	2.4817	1.3804	0.000094
3453	2.3500	1.3804	0.000094
3454	2.5810	1.3804	0.000094
3455	2.7939	1.3804	0.000094
3456	2.3622	1.3804	0.000094
3457	2.4116	1.3804	0.000094
3458	2.4776	1.3804	0.000094
3459	2.5730	1.3804	0.000094
3460	2.5487	1.3804	0.000094
3461	2.6176	1.3804	0.000094
3462	2.5253	1.3804	0.000094
3463	2.5494	1.3804	0.000094
3464	2.4910	1.3804	0.000094
3465	2.5502	1.3804	0.000094
3466	2.4766	1.3804	0.000094
3467	2.5544	1.3804	0.000094
3468	2.4431	1.3804	0.000094
3469	2.5072	1.3804	0.000094
3470	2.4067	1.3804	0.000094
3471	2.4638	1.3804	0.000094
3472	2.6492	1.3804	0.000094
3473	2.4689	1.3804	0.000094
3474	2.4718	1.3804	0.000094
3475	2.6655	1.3804	0.000094
3476	2.5717	1.3804	0.000094
3477	2.4168	1.3804	0.000094
3478	2.5247	1.3804	0.000094
3479	2.5318	1.3804	0.000094
3480	2.5822	1.3804	0.000094
3481	2.6914	1.3804	0.000094
3482	2.5783	1.3804	0.000094
3483	2.5537	1.3804	0.000094
3484	2.5072	1.3804	0.000094
3485	2.5625	1.3804	0.000094
3486	2.5231	1.3804	0.000094
3487	2.3936	1.3804	0.000094
3488	2.4984	1.3804	0.000094
3489	2.6097	1.3804	0.000094
3490	2.5793	1.3804	0.000094
3491	2.5518	1.3804	0.000094
3492	2.4996	1.3804	0.000094
3493	2.4382	1.3804	0.000094
3494	2.4202	1.3804	0.000094
3495	2.6903	1.3804	0.000094
3496	2.5708	1.3804	0.000094
3497	2.4651	1.3804	0.000094
3498	2.6386	1.3804	0.000094
3499	2.3867	1.3804	0.000094
3500	2.6641	1.3381	0.000094
3501	2.4783	1.3381	0.000094
3502	2.5240	1.3381	0.000094
3503	2.3447	1.3381	0.000094
3504	2.3190	1.3381	0.000094
3505	2.4958	1.3381	0.000094
3506	2.5991	1.3381	0.000094
3507	2.2157	1.3381	0.000094
3508	2.3695	1.3381	0.000094
3509	2.4164	1.3381	0.000094
3510	2.6618	1.3381	0.000094
3511	2.4099	1.3381	0.000094
3512	2.3552	1.3381	0.000094
3513	2.3368	1.3381	0.000094
3514	2.5121	1.3381	0.000094
3515	2.5079	1.3381	0.000094
3516	2.3533	1.3381	0.000094
3517	2.5217	1.3381	0.000094
3518	2.6145	1.3381	0.000094
3519	2.3731	1.3381	0.000094
3520	2.4640	1.3381	0.000094
3521	2.3152	1.3381	0.000094
3522	2.5598	1.3381	0.000094
3523	2.3692	1.3381	0.000094
3524	2.4425	1.3381	0.000094
3525	2.4873	1.3381	0.000094
3526	2.6442	1.3381	0.000094
3527	2.5595	1.3381	0.000094
3528	2.5813	1.3381	0.000094
3529	2.4381	1.3381	0.000094
3530	2.4300	1.3381	0.000094
3531	2.4744	1.3381	0.000094
3532	2.5572	1.3381	0.000094
3533	2.5134	1.3381	0.000094
3534	2.4914	1.3381	0.000094
3535	2.6115	1.3381	0.000094
3536	2.3315	1.3381	0.000094
3537	2.5038	1.3381	0.000094
3538	2.5024	1.3381	0.000094
3539	2.3095	1.3381	0.000094
3540	2.4831	1.3381	0.000094
3541	2.6321	1.3381	0.000094
3542	2.5516	1.3381	0.000094
3543	2.4837	1.3381	0.000094
3544	2.4391	1.3381	0.000094
3545	2.5593	1.3381	0.000094
3546	2.5166	1.3381	0.000094
3547	2.4897	1.3381	0.000094
3548	2.4093	1.3381	0.000094
3549	2.4617	1.3381	0.000094
3550	2.6527	1.3381	0.000094
3551	2.3706	1.3381	0.000094
3552	2.3933	1.3381	0.000094
3553	2.4923	1.3381	0.000094
3554	2.5354	1.3381	0.000094
3555	2.4649	1.3381	0.000094
3556	2.4470	1.3381	0.000094
3557	2.3633	1.3381	0.000094
3558	2.5778	1.3381	0.000094
3559	2.4382	1.3381	0.000094
3560	2.3452	1.3381	0.000094
3561	2.3486	1.3381	0.000094
3562	2.4268	1.3381	0.000094
3563	2.3655	1.3381	0.000094
3564	2.4232	1.3381	0.000094
3565	2.2853	1.3381	0.000094
3566	2.3182	1.3381	0.000094
3567	2.5828	1.3381	0.000094
3568	2.5637	1.3381	0.000094
3569	2.4400	1.3381	0.000094
3570	2.3504	1.3381	0.000094
3571	2.3847	1.3381	0.000094
3572	2.4701	1.3381	0.000094
3573	2.3273	1.3381	0.000094
3574	2.4592	1.3381	0.000094
3575	2.5046	1.3381	0.000094
3576	2.3971	1.3381	0.000094
3577	2.3802	1.3381	0.000094
3578	2.4735	1.3381	0.000094
3579	2.3859	1.3381	0.000094
3580	2.4505	1.3381	0.000094
3581	2.2955	1.3381	0.000094
3582	2.2991	1.3381	0.000094
3583	2.4167	1.3381	0.000094
3584	2.3215	1.3381	0.000094
3585	2.5314	1.3381	0.000094
3586	2.4778	1.3381	0.000094
3587	2.4254	1.3381	0.000094
3588	2.5182	1.3381	0.000094
3589	2.3288	1.3381	0.000094
3590	2.2960	1.3381	0.000094
3591	2.3165	1.3381	0.000094
3592	2.4497	1.3381	0.000094
3593	2.6333	1.3381	0.000094
3594	2.4659	1.3381	0.000094
3595	2.4460	1.3381	0.000094
3596	2.5173	1.3381	0.000094
3597	2.2484	1.3381	0.000094
3598	2.3882	1.3381	0.000094
3599	2.3769	1.3381	0.000094
3600	2.4074	1.2779	0.000094
3601	2.3440	1.2779	0.000094
3602	2.3357	1.2779	0.000094
3603	2.3076	1.2779	0.000094
3604	2.3228	1.2779	0.000094
3605	2.4457	1.2779	0.000094
3606	2.4710	1.2779	0.000094
3607	2.3664	1.2779	0.000094
3608	2.4497	1.2779	0.000094
3609	2.3536	1.2779	0.000094
3610	2.2832	1.2779	0.000094
3611	2.2370	1.2779	0.000094
3612	2.4535	1.2779	0.000094
3613	2.3676	1.2779	0.000094
3614	2.4070	1.2779	0.000094
3615	2.4610	1.2779	0.000094
3616	2.3861	1.2779	0.000094
3617	2.3944	1.2779	0.000094
3618	2.4231	1.2779	0.000094
3619	2.4061	1.2779	0.000094
3620	2.3008	1.2779	0.000094
3621	2.4132	1.2779	0.000094
3622	2.2274	1.2779	0.000094
3623	2.3463	1.2779	0.000094
3624	2.3738	1.2779	0.000094
3625	2.4867	1.2779	0.000094
3626	2.5028	1.2779	0.000094
3627	2.3768	1.2779	0.000094
3628	2.2288	1.2779	0.000094
3629	2.3218	1.2779	0.000094
3630	2.3565	1.2779	0.000093
3631	2.4963	1.2779	0.000093
3632	2.3154	1.2779	0.000093
3633	2.3718	1.2779	0.000093
3634	2.3946	1.2779	0.000093
3635	2.4185	1.2779	0.000093
3636	2.3792	1.2779	0.000093
3637	2.4551	1.2779	0.000093
3638	2.4742	1.2779	0.000093
3639	2.3639	1.2779	0.000093
3640	2.3416	1.2779	0.000093
3641	2.5112	1.2779	0.000093
3642	2.3319	1.2779	0.000093
3643	2.4308	1.2779	0.000093
3644	2.3070	1.2779	0.000093
3645	2.4777	1.2779	0.000093
3646	2.4527	1.2779	0.000093
3647	2.4376	1.2779	0.000093
3648	2.5637	1.2779	0.000093
3649	2.3948	1.2779	0.000093
3650	2.3423	1.2779	0.000093
3651	2.2431	1.2779	0.000093
3652	2.3654	1.2779	0.000093
3653	2.2226	1.2779	0.000093
3654	2.3089	1.2779	0.000093
3655	2.2911	1.2779	0.000093
3656	2.4319	1.2779	0.000093
3657	2.3386	1.2779	0.000093
3658	2.4136	1.2779	0.000093
3659	2.3235	1.2779	0.000093
3660	2.4688	1.2779	0.000093
3661	2.3397	1.2779	0.000093
3662	2.3247	1.2779	0.000093
3663	2.2443	1.2779	0.000093
3664	2.3067	1.2779	0.000093
3665	2.1948	1.2779	0.000093
3666	2.3469	1.2779	0.000093
3667	2.2135	1.2779	0.000093
3668	2.3550	1.2779	0.000093
3669	2.3069	1.2779	0.000093
3670	2.3663	1.2779	0.000093
3671	2.3948	1.2779	0.000093
3672	2.1762	1.2779	0.000093
3673	2.4047	1.2779	0.000093
3674	2.3797	1.2779	0.000093
3675	2.4450	1.2779	0.000093
3676	2.5841	1.2779	0.000093
3677	2.3166	1.2779	0.000093
3678	2.2494	1.2779	0.000093
3679	2.4389	1.2779	0.000093
3680	2.3225	1.2779	0.000093
3681	2.4034	1.2779	0.000093
3682	2.4581	1.2779	0.000093
3683	2.2083	1.2779	0.000093
3684	2.3371	1.2779	0.000093
3685	2.2998	1.2779	0.000093
3686	2.2204	1.2779	0.000093
3687	2.2927	1.2779	0.000093
3688	2.3269	1.2779	0.000093
3689	2.3353	1.2779	0.000093
3690	2.3364	1.2779	0.000093
3691	2.2105	1.2779	0.000093
3692	2.4342	1.2779	0.000093
3693	2.3499	1.2779	0.000093
3694	2.3027	1.2779	0.000093
3695	2.5166	1.2779	0.000093
3696	2.0999	1.2779	0.000093
3697	2.3961	1.2779	0.000093
3698	2.4986	1.2779	0.000093
3699	2.2657	1.2779	0.000093
3700	2.2554	1.2438	0.000093
3701	2.4152	1.2438	0.000093
3702	2.2330	1.2438	0.000093
3703	2.1968	1.2438	0.000093
3704	2.3370	1.2438	0.000093
3705	2.4904	1.2438	0.000093
3706	2.3582	1.2438	0.000093
3707	2.3479	1.2438	0.000093
3708	2.3151	1.2438	0.000093
3709	2.3325	1.2438	0.000093
3710	2.2571	1.2438	0.000093
3711	2.3097	1.2438	0.000093
3712	2.3109	1.2438	0.000093
3713	2.3817	1.2438	0.000093
3714	2.4090	1.2438	0.000093
3715	2.3255	1.2438	0.000093
3716	2.3492	1.2438	0.000093
3717	2.2080	1.2438	0.000093
3718	2.3379	1.2438	0.000093
3719	2.4686	1.2438	0.000093
3720	2.1942	1.2438	0.000093
3721	2.4218	1.2438	0.000093
3722	2.4098	1.2438	0.000093
3723	2.2102	1.2438	0.000093
3724	2.1479	1.2438	0.000093
3725	2.2497	1.2438	0.000093
3726	2.4334	1.2438	0.000093
3727	2.3032	1.2438	0.000093
3728	2.2652	1.2438	0.000093
3729	2.4052	1.2438	0.000093
3730	2.3109	1.2438	0.000093
3731	2.2919	1.2438	0.000093
3732	2.4609	1.2438	0.000093
3733	2.2173	1.2438	0.000093
3734	2.3133	1.2438	0.000093
3735	2.2897	1.2438	0.000093
3736	2.5274	1.2438	0.000093
